Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State,29-2010,Clinical Laboratory Technologists and Technicians,18500,88648,86965,51760,107092
1,36,New York State,29-2031,Cardiovascular Technologists and Technicians,3200,86466,88389,52757,103320
1,36,New York State,29-2032,Diagnostic Medical Sonographers,7080,102934,104696,83159,112822
1,36,New York State,29-2033,Nuclear Medicine Technologists,940,112652,111985,93221,122366
1,36,New York State,29-2034,Radiologic Technologists,14370,94582,94007,68563,107593
1,36,New York State,29-2035,Magnetic Resonance Imaging Technologists,3030,104819,107584,78328,118065
1,36,New York State,29-2036,Medical Dosimetrists,350,164468,165221,132896,180253
1,36,New York State,29-2042,Emergency Medical Technicians,14350,50786,47244,39828,56266
1,36,New York State,29-2043,Paramedics,5820,70888,68223,56659,78002
1,36,New York State,29-2051,Dietetic Technicians,1720,50074,49539,36516,56853
1,36,New York State,29-2052,Pharmacy Technicians,26450,46232,41949,36388,51154
1,36,New York State,29-2053,Psychiatric Technicians,1770,57986,59199,44246,64856
1,36,New York State,29-2055,Surgical Technologists,5910,78018,77299,55768,89144
1,36,New York State,29-2056,Veterinary Technologists and Technicians,5480,61157,60433,48237,67618
1,36,New York State,29-2057,Ophthalmic Medical Technicians,6260,50149,48184,39132,55657
1,36,New York State,29-2061,Licensed Practical and Licensed Vocational Nurses,40720,68187,65771,55054,74754
1,36,New York State,29-2072,Medical Records Specialists,8510,66305,61373,44613,77151
1,36,New York State,29-2081,"Opticians, Dispensing",5180,64760,61736,52608,70836
1,36,New York State,29-2091,Orthotists and Prosthetists,410,88977,81336,55608,105661
1,36,New York State,29-2092,Hearing Aid Specialists,270,79574,82904,49413,94655
1,36,New York State,29-2099,"Health Technologists and Technicians, All Other",8660,66564,59262,44712,77490
1,36,New York State,29-9021,Health Information Technologists and Medical Registrars,1710,85061,76932,50321,102429
1,36,New York State,29-9091,Athletic Trainers,1180,73481,65581,52205,84119
1,36,New York State,29-9092,Genetic Counselors,320,104652,102832,86757,113600
1,36,New York State,29-9093,Surgical Assistants,500,69265,60277,52503,77645
1,36,New York State,29-9099,"Healthcare Practitioners and Technical Workers, All Other",1290,96166,86337,55812,116344
1,36,New York State,31-0000,Healthcare Support Occupations,819500,43060,39773,36670,46257
1,36,New York State,31-1120,Home Health & Personal Care Aides,623000,40788,39059,36413,42975
1,36,New York State,31-1131,Nursing Assistants,85310,48886,48744,40105,53277
1,36,New York State,31-1132,Orderlies,4210,46751,46897,37996,51129
1,36,New York State,31-1133,Psychiatric Aides,5330,54663,54783,44557,59716
1,36,New York State,31-2011,Occupational Therapy Assistants,2760,66476,66498,47581,75922
1,36,New York State,31-2012,Occupational Therapy Aides,,43529,43313,32257,49165
1,36,New York State,31-2021,Physical Therapist Assistants,3850,66047,66499,46442,75849
1,36,New York State,31-2022,Physical Therapist Aides,4080,40655,35968,32868,44548
1,36,New York State,31-9011,Massage Therapists,4700,68941,60398,39253,83785
1,36,New York State,31-9091,Dental Assistants,19700,51267,48361,40998,56402
1,36,New York State,31-9092,Medical Assistants,39250,49416,47355,40083,54082
1,36,New York State,31-9093,Medical Equipment Preparers,5340,54360,53353,41236,60922
1,36,New York State,31-9094,Medical Transcriptionists,3990,44310,43915,36050,48440
1,36,New York State,31-9095,Pharmacy Aides,2800,40535,38209,34600,43503
1,36,New York State,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,5680,44526,44381,37520,48029
1,36,New York State,31-9097,Phlebotomists,5190,52310,50480,41991,57470
1,36,New York State,31-9099,"Healthcare Support Workers, All Other",4080,55550,53143,40969,62841
1,36,New York State,33-0000,Protective Service Occupations,319360,67226,57744,38611,81534
1,36,New York State,33-1011,First-Line Supervisors of Correctional Officers,3490,104839,100161,82063,116228
1,36,New York State,33-1012,First-Line Supervisors of Police and Detectives,12470,131590,126210,95101,149834
1,36,New York State,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,4130,129627,134791,97155,145862
1,36,New York State,33-1091,First-Line Supervisors of Security Workers,6970,67823,60811,46706,78382
1,36,New York State,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",1740,88143,94783,60454,101987
1,36,New York State,33-2011,Firefighters,14730,89147,90893,62609,102417
1,36,New York State,33-2021,Fire Inspectors and Investigators,1200,82005,77217,55330,95344
1,36,New York State,33-3011,Bailiffs,3630,80144,83230,57559,91435
1,36,New York State,33-3012,Correctional Officers and Jailers,29710,77191,77474,61459,85057
1,36,New York State,33-3021,Detectives and Criminal Investigators,9410,109303,106277,68353,129778
1,36,New York State,33-3031,Fish and Game Wardens,370,79778,77970,67308,86015
1,36,New York State,33-3041,Parking Enforcement Workers,540,52106,49414,38837,58741
1,36,New York State,33-3051,Police and Sheriff's Patrol Officers,54360,89355,95700,55287,106389
1,36,New York State,33-9011,Animal Control Workers,930,62932,50610,37454,75671
1,36,New York State,33-9021,Private Detectives and Investigators,1850,75371,61545,48369,88872
1,36,New York State,33-9031,Gaming Surveillance Officers and Gaming Investigators,,54135,50102,40780,60811
1,36,New York State,33-9032,Security Guards,132140,47221,43888,36869,52398
1,36,New York State,33-9091,Crossing Guards,9890,48429,45438,37410,53938
1,36,New York State,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",7730,38413,36907,33580,40829
1,36,New York State,33-9093,Transportation Security Screeners,3220,65887,72431,50386,73638
1,36,New York State,33-9094,School Bus Monitors,18040,39394,38061,34478,41852
1,36,New York State,33-9099,"Protective Service Workers, All Other",1660,65449,61529,46037,75156
1,36,New York State,35-0000,Food Preparation and Serving Related Occupations,726630,45899,38042,33807,51944
1,36,New York State,35-1011,Chefs and Head Cooks,15420,72201,66129,46127,85237
1,36,New York State,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,58340,52755,48004,38336,59966
1,36,New York State,35-2011,"Cooks, Fast Food",21210,35678,35136,32519,37258
1,36,New York State,35-2012,"Cooks, Institution and Cafeteria",16980,47358,46442,37381,52346
1,36,New York State,35-2014,"Cooks, Restaurant",62430,44104,41024,35293,48509
1,36,New York State,35-2015,"Cooks, Short Order",,39212,37873,33553,42042
1,36,New York State,35-2019,"Cooks, All Other",1260,43754,43414,36136,47562
1,36,New York State,35-2021,Food Preparation Workers,51880,39549,37049,33502,42573
1,36,New York State,35-3011,Bartenders,42550,63847,62476,36711,77415
1,36,New York State,35-3023,Fast Food and Counter Workers,183810,37336,36270,33405,39301
1,36,New York State,35-3031,Waiters and Waitresses,140890,54877,47783,33611,65511
1,36,New York State,35-3041,"Food Servers, Nonrestaurant",14690,41894,39090,33575,46054
1,36,New York State,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,44040,44034,37826,33212,49445
1,36,New York State,35-9021,Dishwashers,31750,37663,36415,33234,39877
1,36,New York State,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",17350,42227,38126,33681,46500
1,36,New York State,35-9099,"Food Preparation and Serving Related Workers, All Other",1010,39990,34296,32949,43510
1,36,New York State,37-0000,Building and Grounds Cleaning and Maintenance Occupations,306650,47806,44131,35340,54039
1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,11090,61645,58842,43988,70473
1,36,New York State,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",6000,70564,67243,50894,80399
1,36,New York State,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",186370,45465,41049,34960,50718
1,36,New York State,37-2012,Maids and Housekeeping Cleaners,45640,51097,44108,34944,59174
1,36,New York State,37-2021,Pest Control Workers,3870,55778,49852,43692,61821
1,36,New York State,37-3011,Landscaping and Groundskeeping Workers,49430,46313,45963,36000,51470
1,36,New York State,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,53158,50790,38263,60605
1,36,New York State,37-3013,Tree Trimmers and Pruners,2520,65838,63949,47831,74841
1,36,New York State,37-3019,"Grounds Maintenance Workers, All Other",,43060,39261,38808,45186
1,36,New York State,39-0000,Personal Care and Service Occupations,200110,46044,38035,33468,52333
1,36,New York State,39-1013,First-line Supervisors of Gambling Services Workers,570,74875,74386,63453,80586
1,36,New York State,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",2650,55220,50265,38410,63625
1,36,New York State,39-1022,First-Line Supervisors of Personal Service Workers,8500,62729,57923,43494,72347
1,36,New York State,39-2011,Animal Trainers,1320,52933,46760,37025,60888
1,36,New York State,39-2021,Nonfarm Animal Caretakers,11970,40303,37538,33717,43596
1,36,New York State,39-3011,Gaming Dealers,1880,47827,35645,32240,55697
1,36,New York State,39-3012,Gaming and Sports Book Writers and Runners,,57445,54633,41807,65264
1,36,New York State,39-3021,Motion Picture Projectionists,420,70076,79158,43914,83157
1,36,New York State,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",7540,39726,37282,33520,42830
1,36,New York State,39-3091,Amusement and Recreation Attendants,13670,38429,36549,32467,41411
1,36,New York State,39-3092,Costume Attendants,1120,81630,79480,49633,97628
1,36,New York State,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1560,41662,35681,32591,46197
1,36,New York State,39-4011,Embalmers,,73284,70140,53770,83041
1,36,New York State,39-4012,Crematory Operators,,58700,51924,49338,63380
1,36,New York State,39-4021,Funeral Attendants,1520,42014,38973,35072,45485
1,36,New York State,39-4031,"Morticians, Undertakers, and Funeral Directors",1390,68626,64373,45414,80231
1,36,New York State,39-5011,Barbers,,49507,32961,32844,57838
1,36,New York State,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",20300,47474,34929,32798,54813
1,36,New York State,39-5091,"Makeup Artists, Theatrical and Performance",310,127169,103269,80751,150376
1,36,New York State,39-5092,Manicurists and Pedicurists,19770,35385,34343,32353,36901
1,36,New York State,39-5093,Shampooers,710,33784,32960,32240,34625
1,36,New York State,39-5094,Skincare Specialists,3670,55585,47068,34501,66127
1,36,New York State,39-6011,Baggage Porters and Bellhops,4320,49750,46484,38002,55626
1,36,New York State,39-6012,Concierges,5040,53902,60124,38309,61699
1,36,New York State,39-7010,Tour and Travel Guides,2250,48001,38577,33125,55439
1,36,New York State,39-9011,Childcare Workers,42780,39298,37675,33865,42016
1,36,New York State,39-9031,Fitness Trainers and Aerobics Instructors,19430,63559,49143,34484,78097
1,36,New York State,39-9032,Recreation Workers,19550,43322,38332,33960,48003
1,36,New York State,39-9041,Residential Advisors,4930,47193,45681,37253,52162
1,36,New York State,39-9099,"Personal Care and Service Workers, All Other",970,54322,47469,36682,63142
1,36,New York State,41-0000,Sales and Related Occupations,772290,74333,45530,34695,94151
1,36,New York State,41-1011,First-Line Supervisors of Retail Sales Workers,52490,63399,58700,41574,74310
1,36,New York State,41-1012,First-Line Supervisors of Non-Retail Sales Workers,16040,130111,121016,76846,156743
1,36,New York State,41-2011,Cashiers,163700,37422,35816,32561,39852
1,36,New York State,41-2012,Gaming Change Persons and Booth Cashiers,740,60756,50421,37652,72308
1,36,New York State,41-2021,Counter and Rental Clerks,18900,50997,45638,36364,58314
1,36,New York State,41-2022,Parts Salespersons,6120,49151,46561,35583,55934
1,36,New York State,41-2031,Retail Salespersons,233740,43665,37848,33899,48549
1,36,New York State,41-3011,Advertising Sales Agents,16190,114319,97126,56564,143196
1,36,New York State,41-3021,Insurance Sales Agents,20990,107863,77565,46005,138792
1,36,New York State,41-3031,"Securities, Commodities, and Financial Services Sales Agents",60430,199775,170807,84000,257664
1,36,New York State,41-3041,Travel Agents,3100,57312,51326,38820,66557
1,36,New York State,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",78510,105524,87269,50602,132986
1,36,New York State,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",9090,143659,135392,74898,178039
1,36,New York State,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",67050,91133,78285,49430,111984
1,36,New York State,41-9011,Demonstrators and Product Promoters,,48719,46310,35472,55341
1,36,New York State,41-9012,Models,,94189,92015,82103,100231
1,36,New York State,41-9021,Real Estate Brokers,,116824,96293,55959,147257
1,36,New York State,41-9022,Real Estate Sales Agents,10040,106668,99630,47782,136112
1,36,New York State,41-9031,Sales Engineers,2970,152435,140800,92865,182220
1,36,New York State,41-9041,Telemarketers,2180,42373,37334,33712,46703
1,36,New York State,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,45501,46516,32240,52248
